approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,kl_coef,mutual_info_coef,mutual_info_coef1,mutual_info_loss,mutual_info_loss1,nupdates,policy_entropy,policy_loss,serial_timesteps,student_ps,student_ps_coef,student_ps_loss,time_elapsed,total_timesteps,value_loss,vf_student_ps,vf_student_ps_coef,vf_student_ps_loss
0.01687341,0.26665038,52.23076923076923,-246.5404214871795,-0.26154041290283203,239,0.10000026,0.5,0.5,0.13519391,0.07810442,1,31.180477,-0.063373454,2048,0.4709072,0.0,0.7533046,8.616886138916016,2048,0.42805967,0.47292313,0.0,0.7488259
0.02100744,0.3458496,41.16,-188.62320856,-0.10830247402191162,247,0.10000026,0.5,0.5,-0.032394912,-0.1318101,2,31.077429,-0.08722521,4096,0.46191782,0.0,0.77335507,16.898196935653687,4096,0.15819657,0.4731842,0.0,0.7482811
0.023467101,0.37519532,36.30357142857143,-163.654623125,0.06086951494216919,248,0.10000026,0.5,0.5,-0.14314632,-0.29183605,3,31.016968,-0.09389094,6144,0.45043555,0.0,0.79940546,25.15486216545105,6144,0.15264884,0.4726599,0.0,0.74943095
0.027934697,0.41723633,37.30909090909091,-171.7629134727273,0.029248416423797607,250,0.10000026,0.5,0.5,-0.24433406,-0.44945067,4,30.982733,-0.10035843,8192,0.4408876,0.0,0.82182086,33.340447664260864,8192,0.17260116,0.4725159,0.0,0.7497698
0.028776381,0.43164062,34.559322033898304,-159.15916094915252,0.08594226837158203,249,0.10000026,0.5,0.5,-0.34660205,-0.6109381,5,30.944754,-0.098551795,10240,0.43293253,0.0,0.8417713,41.54935026168823,10240,0.18167363,0.47261485,0.0,0.7496053
0.032231368,0.45932618,32.806451612903224,-152.01231174193546,0.12191146612167358,248,0.10000026,0.5,0.5,-0.44193786,-0.76286405,6,30.90539,-0.10488435,12288,0.42718902,0.0,0.85727006,49.792795181274414,12288,0.18643972,0.47300783,0.0,0.7488192
0.034186956,0.473584,36.26315789473684,-161.7322662982456,0.0762978196144104,248,0.10000026,0.5,0.5,-0.5365274,-0.91331685,7,30.816143,-0.10474752,14336,0.41945776,0.0,0.8773755,58.02758526802063,14336,0.19120583,0.47306627,0.0,0.74879897
0.03624279,0.47319335,34.728813559322035,-157.41998237288135,0.11581873893737793,248,0.10000026,0.5,0.5,-0.6233684,-1.053666,8,30.738354,-0.10372283,16384,0.4101568,0.0,0.9016682,66.28165078163147,16384,0.2050186,0.47204357,0.0,0.751113
0.036931567,0.48222655,29.442857142857143,-136.15023577142858,0.14098238945007324,247,0.10000026,0.5,0.5,-0.707896,-1.1948695,9,30.696814,-0.10328835,18432,0.40279683,0.0,0.92159235,74.56137013435364,18432,0.18438457,0.47468823,0.0,0.745519
0.03773222,0.495166,28.041095890410958,-129.93639424657536,0.15458524227142334,248,0.10000026,0.5,0.5,-0.78823113,-1.3331311,10,30.658154,-0.1026095,20480,0.3963413,0.0,0.9396852,82.79953527450562,20480,0.17374735,0.4755992,0.0,0.7437
