approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.0014955185,0.0064697266,26.61842105263158,0.8850324078947368,-0.013686656951904297,897,1,11.349652,-0.008237788,2048,2.308825969696045,2048,48.38533
0.0013143746,0.0068359375,46.97727272727273,23.38546175,0.07619065046310425,1040,10,11.298661,-0.005691435,20480,19.291415691375732,20480,57.81492
0.00062099594,0.00048828125,59.05882352941177,74.52006682352942,0.07210159301757812,1005,20,11.271351,-0.0043605487,40960,39.529298543930054,40960,172.0676
0.0010040631,0.0026855469,84.16,147.6890324,0.06776678562164307,962,30,11.256392,-0.0026321583,61440,62.01018524169922,61440,313.91153
0.0019587406,0.014404297,65.3125,132.789111625,-0.0031260251998901367,993,40,11.226813,-0.00018508633,81920,82.92326378822327,81920,313.63196
0.005508193,0.06555176,61.93939393939394,138.0873166060606,0.0017793774604797363,664,50,11.19013,0.0032264062,102400,104.91445970535278,102400,349.3945
0.0003970152,0.00012207031,79.18518518518519,169.94642688888885,-0.0031255483627319336,965,60,11.156488,-0.00014701221,122880,126.82538056373596,122880,353.4747
0.0006759953,0.0013427734,71.66666666666667,159.46378148148148,0.0012055039405822754,980,70,11.148162,-0.00043776166,143360,149.30128002166748,143360,330.60532
0.00095375953,0.0032958984,84.76,190.02727427999997,-0.0016475915908813477,1022,80,11.1385145,0.00033618737,163840,169.99195384979248,163840,357.8717
0.0006153996,0.00036621094,68.06896551724138,153.2970816896552,-0.0011508464813232422,913,90,11.137562,-0.00038264104,184320,190.98980498313904,184320,307.21844
0.00029911887,0.0,82.48,183.85875516,-0.0010533332824707031,1041,100,11.142156,-0.0008752316,204800,211.27356696128845,204800,322.7524
0.00014799692,0.0,88.82608695652173,189.61495721739132,-0.0004895925521850586,1051,110,11.132572,-0.0011141311,225280,231.24416542053223,225280,274.81427
5.9259062e-05,0.0,80.34615384615384,182.9226702692308,-0.0007917881011962891,1000,120,11.129216,-0.0005948449,245760,251.4770631790161,245760,303.37814
8.348242e-05,0.0,77.03703703703704,175.46720103703703,-0.0009729862213134766,787,130,11.124975,-0.0009551577,266240,275.6903169155121,266240,287.511
0.00015147889,0.00012207031,65.66666666666667,152.22299143333333,-3.993511199951172e-05,832,140,11.119271,-0.0015740399,286720,297.8414981365204,286720,270.14127
0.00012257614,0.0,68.53333333333333,159.59882133333335,-9.763240814208984e-05,888,150,11.10806,-0.0013706789,307200,318.43942284584045,307200,258.48553
0.00012375627,0.0,76.11111111111111,172.08877096296297,0.0001958012580871582,1000,160,11.099502,-0.0014102244,327680,338.7505133152008,327680,259.6946
0.00019912314,0.0,71.62068965517241,163.2468691034483,0.00039267539978027344,1009,170,11.098762,-0.0019344245,348160,358.70914459228516,348160,246.3321
0.00020702888,0.0,69.96666666666667,159.6743814333333,4.595518112182617e-05,995,180,11.092438,-0.002032624,368640,378.67774844169617,368640,241.42699
0.00045599433,0.00061035156,69.48387096774194,163.03216045161292,0.0002040863037109375,1020,190,11.099697,-0.0026067547,389120,398.86476826667786,389120,254.79228
0.00035330723,0.00036621094,69.58620689655173,161.93090231034483,0.0004906654357910156,1042,200,11.103704,-0.0026838416,409600,418.8503270149231,409600,251.19127
0.00086480135,0.0029296875,71.93103448275862,166.80775500000001,0.008229672908782959,863,210,11.089321,-0.0031509926,430080,440.5333468914032,430080,246.63295
0.000611253,0.0007324219,71.0,162.65793406896552,0.0994064211845398,994,220,11.047151,-0.0020600948,450560,460.4321377277374,450560,231.45612
0.0005774904,0.0012207031,73.88888888888889,169.68237492592587,0.26891887187957764,1038,230,11.037668,-0.0020127716,471040,480.4697484970093,471040,209.50717
0.00027953825,0.00012207031,82.73076923076923,187.19621153846154,0.398478627204895,1001,240,11.028373,-0.0014245232,491520,501.06747579574585,491520,188.53827
0.0025646193,0.021850586,97.85714285714286,211.67108852380954,0.5587043166160583,990,250,11.021999,-0.0055305734,512000,523.1504819393158,512000,153.3202
0.000975886,0.0014648438,89.68181818181819,197.46850845454549,0.5427148044109344,995,260,11.0162735,-0.0026401414,532480,543.6716091632843,532480,158.8728
0.0020381834,0.015014648,81.56,180.45037768000003,0.584233433008194,1031,270,11.013357,-0.0037976415,552960,564.0241861343384,552960,149.29947
0.0012069666,0.0057373047,96.75,205.59638249999998,0.6307407319545746,975,280,10.998828,-0.0040438464,573440,584.1074833869934,573440,134.2778
0.0011912391,0.0045166016,111.94444444444444,231.01377738888888,0.786110982298851,1020,290,10.987368,-0.0043387767,593920,604.3014853000641,593920,98.26854
0.002501551,0.018676758,97.52380952380952,210.27713090476192,0.7760690301656723,982,300,10.991219,-0.004352312,614400,625.7664911746979,614400,105.57017
0.0015735565,0.008300781,188.72727272727272,290.2387382727273,0.6783963143825531,878,310,10.990266,-0.003395098,634880,646.9528391361237,634880,75.44034
0.0015239408,0.009765625,96.27272727272727,205.07936540909085,0.7699525356292725,991,320,10.994078,-0.004957435,655360,669.5928089618683,655360,100.87722
0.0016285336,0.01159668,106.05,220.22839520000002,0.8141419142484665,952,330,10.965136,-0.004709673,675840,691.2977693080902,675840,89.54904
0.0015573092,0.008544922,133.25,250.053412625,0.7953250557184219,966,340,10.932161,-0.0052129035,696320,711.579817533493,696320,80.65526
0.003571821,0.0345459,187.75,270.2915474166667,0.6281971335411072,952,350,10.895432,-0.0049268724,716800,732.8923380374908,716800,84.82468
0.0019702592,0.015380859,369.4,432.1046166,0.41119837760925293,1010,360,10.870358,-0.0043282034,737280,754.0038855075836,737280,65.8668
