approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.017676529,0.28515625,22.206521739130434,105.03822075000001,-0.04997372627258301,354,1,24.090271,-0.06872619,2048,5.805476188659668,2048,0.70335144
0.020782728,0.3352539,24.142857142857142,113.7075482261905,0.13740253448486328,404,2,24.029102,-0.08467137,4096,10.884406089782715,4096,0.4315721
0.02470294,0.3864746,22.988888888888887,108.51601752222221,0.4123131036758423,455,3,24.002827,-0.09041254,6144,15.379385948181152,6144,0.20972523
0.024872143,0.38896483,28.82857142857143,135.06830702857144,0.56964972615242,434,4,23.951616,-0.09380879,8192,20.091784238815308,8192,0.20107667
0.027875457,0.40595704,26.98701298701299,127.065004,0.6435754001140594,441,5,23.927343,-0.095063776,10240,24.740354537963867,10240,0.11673297
0.029306043,0.41958007,29.608695652173914,138.5789166666667,0.6504829823970795,417,6,23.932194,-0.09826309,12288,29.650227546691895,12288,0.11423824
0.031043034,0.44604492,29.114285714285714,137.67854704285716,0.6853610277175903,465,7,23.919476,-0.097845025,14336,34.05444860458374,14336,0.09739413
0.031372495,0.4263672,31.609375,149.568980359375,0.6905352175235748,463,8,23.88798,-0.09925113,16384,38.473631858825684,16384,0.105715
0.03416274,0.46347657,37.61818181818182,176.44897992727275,0.7355468571186066,411,9,23.831896,-0.102916226,18432,43.44649076461792,18432,0.1038661
0.035807207,0.45561522,36.888888888888886,173.56205696296294,0.756772980093956,391,10,23.80185,-0.10111173,20480,48.6824893951416,20480,0.089973345
0.03448366,0.465625,45.58695652173913,214.44035876086954,0.7680298238992691,404,11,23.781025,-0.10272815,22528,53.74949288368225,22528,0.08492489
0.037188984,0.47231445,42.916666666666664,200.65819779166668,0.7852155417203903,407,12,23.74506,-0.10227337,24576,58.77994751930237,24576,0.0709929
0.03668322,0.4682129,50.75,241.60561602500002,0.8375798165798187,407,13,23.719501,-0.10158789,26624,63.8015398979187,26624,0.0596025
0.039171312,0.48149413,49.404761904761905,238.9893256904762,0.8362835645675659,416,14,23.67389,-0.10212556,28672,68.7211184501648,28672,0.054897416
0.039911047,0.49389648,54.108108108108105,255.93540281081079,0.8266595155000687,375,15,23.60102,-0.10524261,30720,74.17186045646667,30720,0.06049312
0.038643822,0.4811035,59.05714285714286,283.7354912,0.8182790875434875,382,16,23.527134,-0.10559616,32768,79.5303909778595,32768,0.059220333
0.04127205,0.49570313,57.0,269.46696005555555,0.8859265521168709,428,17,23.471333,-0.102712,34816,84.31559538841248,34816,0.039395135
0.041683912,0.49555665,55.24324324324324,263.43127340540536,0.8759986832737923,462,18,23.440584,-0.10007419,36864,88.75273036956787,36864,0.042179108
0.043179598,0.4885254,60.705882352941174,288.7160303529412,0.8514206111431122,401,19,23.373198,-0.10174283,38912,93.85151052474976,38912,0.049397692
0.040950827,0.49316406,63.3125,300.2146694375,0.8722448498010635,401,20,23.290808,-0.10314305,40960,98.94888019561768,40960,0.038815755
0.04216362,0.49829102,64.90625,308.18312050000003,0.8794769942760468,396,21,23.24872,-0.103160664,43008,104.11309552192688,43008,0.0370576
0.046190076,0.51713866,66.0,315.4444789032258,0.8653681427240372,415,22,23.220766,-0.1058168,45056,109.04490685462952,45056,0.043409474
0.046201743,0.5109863,64.3125,307.994258125,0.8817230090498924,385,23,23.157997,-0.103751756,47104,114.35770034790039,47104,0.03262786
0.043008573,0.48984376,71.10714285714286,335.10161721428574,0.8825294971466064,435,24,23.126144,-0.105607614,49152,119.06311798095703,49152,0.031665884
0.04932075,0.5114258,71.17241379310344,340.4756946551724,0.8671049177646637,411,25,23.103693,-0.10445736,51200,124.04679203033447,51200,0.038012464
0.054396637,0.5290039,71.17241379310344,339.85123458620683,0.8973185122013092,407,26,23.06217,-0.1060227,53248,129.07634329795837,53248,0.026093971
0.05078123,0.5313965,69.26666666666667,332.64458363333335,0.8980802297592163,386,27,22.987867,-0.10672162,55296,134.37317991256714,55296,0.027500993
