approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,kl_coef,mutual_info_coef,mutual_info_coef1,mutual_info_loss,mutual_info_loss1,nupdates,policy_entropy,policy_loss,serial_timesteps,student_ps,student_ps_coef,student_ps_loss,time_elapsed,total_timesteps,value_loss,vf_student_ps,vf_student_ps_coef,vf_student_ps_loss
0.015102814,0.2402832,35.75,-134.23705401785713,-0.2498544454574585,235,0.10000026,0.5,0.5,0.13140605,0.07470678,1,25.513334,-0.057914786,2048,0.46950737,0.0,0.75627327,8.774041652679443,2048,0.4665738,0.47377405,0.0,0.7470444
0.020041618,0.3257324,36.482142857142854,-136.45190664285715,-0.013774514198303223,243,0.10000026,0.5,0.5,-0.03307528,-0.13346963,2,25.443285,-0.08134644,4096,0.4601769,0.0,0.777038,17.172459363937378,4096,0.24792504,0.4751812,0.0,0.74409735
0.021269808,0.3440918,33.17460317460318,-124.9828703015873,0.13673609495162964,239,0.10000026,0.5,0.5,-0.14758368,-0.30176434,3,25.360132,-0.0844228,6144,0.44905072,0.0,0.8022715,25.726011037826538,6144,0.22309835,0.47708875,0.0,0.74008584
0.025495455,0.39453125,37.370370370370374,-134.83628896296295,0.15170586109161377,238,0.10000026,0.5,0.5,-0.24818914,-0.4571557,4,25.279615,-0.09382796,8192,0.43838596,0.0,0.8272049,34.306803464889526,8192,0.2375302,0.47719264,0.0,0.7398929
0.028336668,0.41342774,34.61666666666667,-124.63503403333334,0.22150421142578125,239,0.10000026,0.5,0.5,-0.3515144,-0.6168692,5,25.206009,-0.096481666,10240,0.42987594,0.0,0.84792966,42.844444036483765,10240,0.21931624,0.47714806,0.0,0.74011534
0.030941468,0.4503418,32.36507936507937,-116.45446507936508,0.2724038362503052,239,0.10000026,0.5,0.5,-0.4483946,-0.77144724,6,25.132145,-0.10144164,12288,0.42376572,0.0,0.8637689,51.40266251564026,12288,0.21360607,0.4773437,0.0,0.73994863
0.033122845,0.45615235,27.958904109589042,-101.06240879452055,0.25560033321380615,238,0.10000026,0.5,0.5,-0.54335177,-0.9218446,7,25.05989,-0.100602806,14336,0.41776472,0.0,0.8799265,60.005455493927,14336,0.20439914,0.4785903,0.0,0.73751795
0.03609915,0.4769043,31.859375,-117.05305526562499,0.27587032318115234,238,0.10000026,0.5,0.5,-0.6318013,-1.0666467,8,25.003399,-0.103468224,16384,0.41348743,0.0,0.8926153,68.59945845603943,16384,0.23205444,0.47990456,0.0,0.7348564
0.03635727,0.47426757,30.58823529411765,-107.43722455882352,0.2552143335342407,239,0.10000026,0.5,0.5,-0.7182311,-1.2094305,9,24.918476,-0.09871387,18432,0.40992013,0.0,0.90280837,77.16164517402649,18432,0.22111323,0.4806107,0.0,0.7334698
0.036365952,0.47910157,29.15714285714286,-102.06667807142857,0.29349827766418457,252,0.10000026,0.5,0.5,-0.7999414,-1.3545384,10,24.858912,-0.09962178,20480,0.4043743,0.0,0.9174143,85.28112053871155,20480,0.2058769,0.48110047,0.0,0.7326283
0.03696022,0.48500976,29.705882352941178,-103.36276077941176,0.24090033769607544,239,0.10000026,0.5,0.5,-0.8773371,-1.4909059,11,24.787825,-0.09909624,22528,0.3989811,0.0,0.93203974,93.83599400520325,22528,0.21980408,0.48186612,0.0,0.73120415
0.039472975,0.5003418,25.341463414634145,-89.02801329268293,0.21452367305755615,240,0.10000026,0.5,0.5,-0.9561861,-1.6367111,12,24.711369,-0.10048346,24576,0.39782685,0.0,0.9369194,102.36394548416138,24576,0.21510696,0.48285204,0.0,0.7293254
0.04143966,0.501709,24.129411764705882,-84.39230177647059,0.22079795598983765,245,0.10000026,0.5,0.5,-1.0332388,-1.7810787,13,24.628958,-0.09963339,26624,0.3972167,0.0,0.9395951,110.7096860408783,26624,0.21229069,0.4852406,0.0,0.72440994
0.04035537,0.49814454,19.970588235294116,-69.58941392156862,0.1934429407119751,235,0.10000026,0.5,0.5,-1.1125464,-1.9305607,14,24.523136,-0.09516161,28672,0.3979165,0.0,0.93882245,119.41095399856567,28672,0.19074962,0.48703375,0.0,0.7209576
0.04039994,0.48134765,18.88888888888889,-65.30235312962964,0.2072678804397583,234,0.10000026,0.5,0.5,-1.1871046,-2.0773861,15,24.427238,-0.090943724,30720,0.3977332,0.0,0.9406425,128.14265394210815,30720,0.16557702,0.4845373,0.0,0.7264971
0.037864227,0.46137697,21.309278350515463,-73.8261909587629,0.25274914503097534,238,0.10000026,0.5,0.5,-1.2569113,-2.2221022,16,24.338226,-0.08781837,32768,0.39653346,0.0,0.9455064,136.71585631370544,32768,0.20185335,0.4836391,0.0,0.7284322
0.041995797,0.49355468,14.73913043478261,-51.66880503623188,0.25520312786102295,234,0.10000026,0.5,0.5,-1.3325309,-2.3690822,17,24.254925,-0.088707104,34816,0.39267367,0.0,0.9579973,145.46154236793518,34816,0.15377297,0.48336607,0.0,0.7292456
0.040243104,0.47382814,14.2,-48.24715726206897,0.2682355046272278,236,0.10000026,0.5,0.5,-1.4019074,-2.5129168,18,24.139292,-0.083725415,36864,0.39011493,0.0,0.9665772,154.13786792755127,36864,0.12258868,0.4856434,0.0,0.7245227
0.043680765,0.504248,12.648148148148149,-44.07552666049382,0.25991809368133545,237,0.10000026,0.5,0.5,-1.4770848,-2.65879,19,24.016487,-0.089067504,38912,0.38920885,0.0,0.9707511,162.77421712875366,38912,0.12740321,0.487917,0.0,0.7198224
0.039876767,0.4706543,12.635802469135802,-43.68893585802469,0.2354603409767151,245,0.10000026,0.5,0.5,-1.548495,-2.8010745,20,23.900314,-0.08310913,40960,0.3875385,0.0,0.9765437,171.11135578155518,40960,0.13294813,0.48778826,0.0,0.72027284
0.040151093,0.4834961,11.169398907103826,-38.75738756284153,0.29588401317596436,237,0.10000026,0.5,0.5,-1.6179298,-2.9366243,21,23.760235,-0.081393406,43008,0.3870167,0.0,0.97949964,179.72721576690674,43008,0.11256768,0.48890153,0.0,0.71802163
0.037155487,0.45507812,9.75829383886256,-33.580533454976305,0.25190192461013794,241,0.10000026,0.5,0.5,-1.6879364,-3.0693297,22,23.598305,-0.078221194,45056,0.3856038,0.0,0.98499143,188.2042863368988,45056,0.10254568,0.49135685,0.0,0.712867
0.03920995,0.47661132,8.685106382978724,-29.981403834042553,0.32605940103530884,237,0.10000026,0.5,0.5,-1.7629068,-3.2055173,23,23.441603,-0.07895906,47104,0.38462272,0.0,0.98947895,196.8244504928589,47104,0.06477889,0.49080563,0.0,0.7140984
0.036178418,0.45332032,7.7727272727272725,-27.357436196969697,0.37364232540130615,233,0.10000026,0.5,0.5,-1.8300512,-3.3279068,24,23.248684,-0.075011894,49152,0.3841033,0.0,0.99246323,205.6070191860199,49152,0.048350073,0.48924905,0.0,0.71744835
0.037075356,0.46416014,7.972762645914397,-27.141602704280153,0.33851760625839233,240,0.10000026,0.5,0.5,-1.8903105,-3.4456677,25,23.047688,-0.076407656,51200,0.38326815,0.0,0.9954559,214.1327259540558,51200,0.05202049,0.48750648,0.0,0.721226
0.032550484,0.41723633,7.051724137931035,-24.234112082758617,0.38330894708633423,236,0.10000026,0.5,0.5,-1.9589624,-3.569907,26,22.844074,-0.06582506,53248,0.38213125,0.0,0.99957675,222.78919982910156,53248,0.043345146,0.4870213,0.0,0.72237813
0.033086292,0.4276367,6.875838926174497,-23.846885828859058,0.3293831944465637,235,0.10000026,0.5,0.5,-2.0200393,-3.6794841,27,22.629768,-0.06869848,55296,0.38052526,0.0,1.0045656,231.50021529197693,55296,0.04561907,0.48700595,0.0,0.7224599
0.03497063,0.44140625,6.546325878594249,-21.72961231629393,0.3650325536727905,237,0.10000026,0.5,0.5,-2.0882752,-3.8032768,28,22.371618,-0.07029082,57344,0.37758315,0.0,1.012348,240.14208388328552,57344,0.033789016,0.48658913,0.0,0.72344863
0.036275707,0.45175782,6.466876971608833,-21.157037649842273,0.3918006420135498,228,0.10000026,0.5,0.5,-2.1547978,-3.9236572,29,22.091028,-0.07011993,59392,0.37765497,0.0,1.0126935,249.10201501846313,59392,0.025694842,0.48461437,0.0,0.72790784
0.03426194,0.4345703,6.190332326283988,-20.03998021752266,0.3667030334472656,234,0.10000026,0.5,0.5,-2.2257147,-4.0424943,30,21.821024,-0.0657814,61440,0.37749505,0.0,1.0138682,257.8242757320404,61440,0.025446251,0.48224083,0.0,0.73334724
0.03415177,0.43720704,6.2439024390243905,-19.50813706402439,0.41135144233703613,231,0.10000026,0.5,0.5,-2.290423,-4.1550226,31,21.53529,-0.06653865,63488,0.3787497,0.0,1.0112185,266.67695665359497,63488,0.025629137,0.48134843,0.0,0.73537713
0.036465615,0.4543457,6.132132132132132,-18.577514492492494,0.4261048436164856,237,0.10000026,0.5,0.5,-2.3561997,-4.2705708,32,21.245306,-0.066631876,65536,0.3785832,0.0,1.0122669,275.3187174797058,65536,0.022736255,0.48014203,0.0,0.7381385
0.03604876,0.44975585,5.965116279069767,-17.438648409883722,0.4363996982574463,234,0.10000026,0.5,0.5,-2.4244533,-4.3893366,33,20.928974,-0.06862429,67584,0.3785411,0.0,1.0122031,284.0640461444855,67584,0.017679935,0.4788416,0.0,0.74116856
0.037520286,0.4588867,5.973760932944606,-16.94570946355685,0.5218555331230164,233,0.10000026,0.5,0.5,-2.4920774,-4.503928,34,20.609026,-0.065246895,69632,0.37806553,0.0,1.0139738,292.8266363143921,69632,0.015095308,0.47776952,0.0,0.743655
0.040044315,0.4626953,5.902017291066282,-16.09896408069164,0.45412230491638184,233,0.10000026,0.5,0.5,-2.5666273,-4.6164637,35,20.29472,-0.06625758,71680,0.37821814,0.0,1.0140405,301.5914590358734,71680,0.01491683,0.476296,0.0,0.7469481
0.03790704,0.46132812,5.801699716713881,-15.28728121246459,0.516187310218811,236,0.10000026,0.5,0.5,-2.6338315,-4.724687,36,20.001724,-0.063824,73728,0.37857708,0.0,1.0132859,310.26931738853455,73728,0.0125636505,0.47565308,0.0,0.7484829
0.03753806,0.45576173,5.752808988764045,-14.582270519662922,0.5287228524684906,238,0.10000026,0.5,0.5,-2.7008798,-4.8299828,37,19.699938,-0.065420315,75776,0.37878484,0.0,1.0127603,318.8533899784088,75776,0.011297639,0.47476602,0.0,0.7506169
0.03582961,0.44956055,5.807365439093484,-13.674596226628895,0.5135988295078278,235,0.10000026,0.5,0.5,-2.7618995,-4.931857,38,19.396551,-0.070029564,77824,0.3798247,0.0,1.0100181,327.5570743083954,77824,0.010596783,0.47310013,0.0,0.75448364
0.037456438,0.46196288,5.763380281690141,-12.848990276056337,0.5472911298274994,231,0.10000026,0.5,0.5,-2.831794,-5.0444317,39,19.067825,-0.06735258,79872,0.37925002,0.0,1.0118576,336.41017031669617,79872,0.008709884,0.47147664,0.0,0.75821775
0.03705024,0.45742187,5.670360110803324,-12.42370276731302,0.5459666848182678,234,0.10000026,0.5,0.5,-2.89881,-5.137493,40,18.766916,-0.071081854,81920,0.3803442,0.0,1.0088375,345.1330828666687,81920,0.00842058,0.47013798,0.0,0.76138306
0.035471912,0.44682616,5.826704545454546,-12.241978840909091,0.5296658575534821,237,0.10000026,0.5,0.5,-2.9472826,-5.2200665,41,18.456264,-0.068555735,83968,0.38137954,0.0,1.0057223,353.74695110321045,83968,0.008116776,0.46881407,0.0,0.7645143
0.033035524,0.4265625,5.859598853868195,-11.623142449856736,0.573527067899704,235,0.10000026,0.5,0.5,-2.9982157,-5.2957025,42,18.11884,-0.0697947,86016,0.3815917,0.0,1.0053236,362.4594626426697,86016,0.00752131,0.46731663,0.0,0.7678634
0.031899255,0.42622072,5.843304843304844,-10.840499014245013,0.5666382610797882,233,0.10000026,0.5,0.5,-3.0621357,-5.3720775,43,17.781822,-0.06969005,88064,0.3824926,0.0,1.0022213,371.2290060520172,88064,0.006406001,0.46564096,0.0,0.77163005
0.03511519,0.44423828,5.798866855524079,-10.473565235127479,0.5442409515380859,242,0.10000026,0.5,0.5,-3.119159,-5.4534636,44,17.47475,-0.07389376,90112,0.3830251,0.0,0.99994594,379.67661213874817,90112,0.0062872716,0.46444893,0.0,0.77441853
0.032367058,0.42749023,5.77683615819209,-9.723262274011299,0.5321011245250702,237,0.10000026,0.5,0.5,-3.1582024,-5.5148997,45,17.180922,-0.06976597,92160,0.38409126,0.0,0.9964651,388.3103964328766,92160,0.0057808803,0.46337634,0.0,0.7769643
0.030269975,0.41665038,5.939130434782609,-9.216405985507247,0.5407043993473053,236,0.10000026,0.5,0.5,-3.209868,-5.562442,46,16.867397,-0.0676707,94208,0.38525927,0.0,0.9933125,396.9741442203522,94208,0.0050344993,0.462462,0.0,0.7791051
0.0306356,0.41694337,5.997076023391813,-8.811441625730994,0.5471451282501221,234,0.10000026,0.5,0.5,-3.2652683,-5.616727,47,16.553555,-0.06947763,96256,0.38635874,0.0,0.99009544,405.7096428871155,96256,0.004561051,0.46155253,0.0,0.7812871
0.03173951,0.42592773,5.936231884057971,-8.286360753623189,0.519351452589035,238,0.10000026,0.5,0.5,-3.3089967,-5.677594,48,16.219692,-0.07142945,98304,0.38667396,0.0,0.98943365,414.3017599582672,98304,0.0041740458,0.46043363,0.0,0.7839035
0.031997286,0.42802733,5.938953488372093,-7.948316619186046,0.5564441978931427,230,0.10000026,0.5,0.5,-3.3589432,-5.719499,49,15.902163,-0.07184894,100352,0.3869434,0.0,0.988544,423.1921474933624,100352,0.0037624072,0.4594451,0.0,0.7862012
0.03395806,0.43828124,6.011730205278592,-7.451004143695015,0.5376485586166382,238,0.10000026,0.5,0.5,-3.402806,-5.7489843,50,15.605423,-0.07629533,102400,0.38567412,0.0,0.9910997,431.7738609313965,102400,0.0034211106,0.4586269,0.0,0.7881405
0.031793315,0.42006835,6.083086053412463,-7.052971732937686,0.4973868727684021,240,0.10000026,0.5,0.5,-3.441132,-5.7865,51,15.284801,-0.06974497,104448,0.38458365,0.0,0.99336606,440.2963798046112,104448,0.0032008148,0.45780653,0.0,0.7900646
0.0330258,0.41000977,6.354037267080745,-6.486398627329193,0.3351430892944336,235,0.10000026,0.5,0.5,-3.3577561,-5.6091533,52,14.968471,-0.06539904,106496,0.38427344,0.0,0.99386406,448.9902036190033,106496,0.0031834152,0.45639905,0.0,0.7932234
0.0346301,0.43378907,6.122388059701493,-6.007625131343284,0.48461705446243286,236,0.10000026,0.5,0.5,-3.5286572,-5.822878,53,14.6461315,-0.074298814,108544,0.38599363,0.0,0.9892248,457.6504797935486,108544,0.0025552006,0.4551956,0.0,0.796067
0.033850808,0.44350585,6.276073619631902,-5.644545076687116,0.45372474193573,234,0.10000026,0.5,0.5,-3.5690627,-5.83829,54,14.308154,-0.0749871,110592,0.38716617,0.0,0.9860055,466.36725521087646,110592,0.002246501,0.45396852,0.0,0.7989141
0.036286756,0.45405275,6.370716510903427,-5.113768423676013,0.46026718616485596,240,0.10000026,0.5,0.5,-3.6221244,-5.8427095,55,13.9814625,-0.07384169,112640,0.38619193,0.0,0.9882488,474.87567615509033,112640,0.0019402348,0.45271134,0.0,0.80181617
