approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,kl_coef,mutual_info_coef,mutual_info_coef1,mutual_info_loss,mutual_info_loss1,nupdates,policy_entropy,policy_loss,serial_timesteps,student_ps,student_ps_coef,student_ps_loss,time_elapsed,total_timesteps,value_loss,vf_student_ps,vf_student_ps_coef,vf_student_ps_loss
0.014791118,0.22978516,35.875,-161.34767498214288,-0.39847230911254883,258,0.10000026,0.5,0.5,0.13288878,0.06906626,1,22.652855,-0.05462574,2048,0.46626416,0.0,0.76318705,8.00103235244751,2048,0.47897354,0.47283036,0.0,0.74903
0.018999115,0.30004883,33.17741935483871,-147.45310640322586,-0.05926704406738281,262,0.10000026,0.5,0.5,-0.05594484,-0.15747216,2,22.54566,-0.07518932,4096,0.4524986,0.0,0.7937245,15.809410572052002,4096,0.14959186,0.47368446,0.0,0.7472982
0.019748334,0.3263672,26.44871794871795,-119.18721776923074,0.10780352354049683,268,0.10000026,0.5,0.5,-0.17169212,-0.3242469,3,22.476608,-0.07924293,6144,0.44129205,0.0,0.81963027,23.43107533454895,6144,0.15927419,0.4757803,0.0,0.7429912
0.023788035,0.36274415,31.630769230769232,-140.43704006153845,0.1933947205543518,280,0.10000026,0.5,0.5,-0.27758256,-0.4808897,4,22.401508,-0.08870183,8192,0.43118852,0.0,0.84398985,30.739859104156494,8192,0.20392391,0.47643727,0.0,0.7418817
0.025756467,0.390625,29.72463768115942,-128.0086769710145,0.24195969104766846,267,0.10000026,0.5,0.5,-0.3804594,-0.6378832,5,22.303293,-0.09294051,10240,0.42299348,0.0,0.8646676,38.393702268600464,10240,0.19741294,0.4763786,0.0,0.74205506
0.026077986,0.38798827,26.205128205128204,-110.32382934615384,0.25502872467041016,269,0.10000026,0.5,0.5,-0.4742493,-0.7880171,6,22.205843,-0.08777953,12288,0.4152542,0.0,0.88474244,45.99166226387024,12288,0.18428198,0.4770205,0.0,0.7407661
0.025475046,0.38564453,24.890243902439025,-105.73864853658537,0.2157159447669983,261,0.10000026,0.5,0.5,-0.56168956,-0.9340571,7,22.110699,-0.08934304,14336,0.41162091,0.0,0.89526254,53.83316445350647,14336,0.19106643,0.47756028,0.0,0.74002445
0.026436362,0.39453125,24.321428571428573,-102.2871993571429,0.24400675296783447,263,0.10000026,0.5,0.5,-0.64259905,-1.07229,8,22.015017,-0.0884339,16384,0.40690717,0.0,0.9086381,61.60422086715698,16384,0.18265362,0.475807,0.0,0.7438914
0.026390344,0.3948242,25.097560975609756,-103.58766985365855,0.2075156569480896,268,0.10000026,0.5,0.5,-0.73108065,-1.2254589,9,21.934847,-0.08831774,18432,0.4017701,0.0,0.9222358,69.22709846496582,18432,0.19971862,0.47555375,0.0,0.74460644
0.028263316,0.40976563,24.452380952380953,-101.56891064285715,0.2790541648864746,274,0.10000026,0.5,0.5,-0.812693,-1.3700742,10,21.837067,-0.088989995,20480,0.39733544,0.0,0.9345627,76.67891311645508,20480,0.20119724,0.4754994,0.0,0.7449056
